seq_id,print_id,tile_id,saturated,centroids
699,SI266220200309225433,11,0,"[{""x"": 130.19734288699806, ""y"": 133.11061352440663, ""count"": 6699}, {""x"": 296.1970410855635, ""y"": 141.5905578590275, ""count"": 10612}, {""x"": 479.17308629936616, ""y"": 133.31155533885908, ""count"": 2051}]"
700,SI266220200309225433,12,0,"[{""x"": 38.045516436490956, ""y"": 336.64112040459054, ""count"": 5141}, {""x"": 197.5174948818165, ""y"": 344.1447050065141, ""count"": 10746}]"
701,SI266220200309225433,13,0,"[{""x"": 37.374128741287414, ""y"": 52.554530545305454, ""count"": 4878}, {""x"": 37.712970376301044, ""y"": 268.7586068855084, ""count"": 4996}, {""x"": 36.63204362503246, ""y"": 475.6554141781356, ""count"": 3851}, {""x"": 30.0, ""y"": 131.5, ""count"": 10}, {""x"": 197.0923137101506, ""y"": 60.53686681009192, ""count"": 10226}, {""x"": 197.32431910372802, ""y"": 276.8934711222716, ""count"": 10354}, {""x"": 197.28834936150088, ""y"": 472.5081191865048, ""count"": 6343}]"
702,SI266220200309225433,14,0,"[{""x"": 40.15013404825737, ""y"": 11.06970509383378, ""count"": 1492}, {""x"": 37.6860441966952, ""y"": 200.642444754131, ""count"": 5023}, {""x"": 37.65660603637817, ""y"": 416.85728562862283, ""count"": 5003}, {""x"": 197.3033559991226, ""y"": 21.886817284492214, ""count"": 4559}, {""x"": 196.6950299748598, ""y"": 208.61380777412492, ""count"": 10342}, {""x"": 196.7776263265505, ""y"": 424.75542790380683, ""count"": 10271}]"
703,SI266220200309225433,15,0,"[{""x"": 37.546467661691544, ""y"": 133.0523383084577, ""count"": 5025}, {""x"": 196.10390976006119, ""y"": 140.99847050951152, ""count"": 10461}]"
704,SI266220200309225433,0,0,"[{""x"": 346.7630845462992, ""y"": 335.86884484360485, ""count"": 6458}, {""x"": 370.76, ""y"": 499.6, ""count"": 25}, {""x"": 475.06258815232724, ""y"": 344.46332863187587, ""count"": 5672}]"
705,SI266220200309225433,1,0,"[{""x"": 203.82142857142858, ""y"": 34.357142857142854, ""count"": 28}, {""x"": 346.08942737631617, ""y"": 52.78955719024953, ""count"": 6933}, {""x"": 345.9725966523478, ""y"": 268.80921344985927, ""count"": 6751}, {""x"": 342.34002209131074, ""y"": 478.60051546391753, ""count"": 5432}, {""x"": 473.609923245614, ""y"": 472.8248355263158, ""count"": 3648}, {""x"": 473.87808951235803, ""y"": 61.017702070808284, ""count"": 5988}, {""x"": 474.70490956072354, ""y"": 276.8571920757967, ""count"": 5805}]"
706,SI266220200309225433,2,0,"[{""x"": 345.94032891864356, ""y"": 201.05545044389464, ""count"": 6871}, {""x"": 346.2040816326531, ""y"": 416.85829261281975, ""count"": 6958}, {""x"": 361.96074517631405, ""y"": 10.403193612774452, ""count"": 1503}, {""x"": 474.4620228256592, ""y"": 21.535222353404173, ""count"": 2541}, {""x"": 474.37606837606836, ""y"": 424.97251550192726, ""count"": 5967}, {""x"": 474.8313624678663, ""y"": 209.4947729220223, ""count"": 5835}]"
707,SI266220200309225433,3,2531,"[{""x"": 179.875, ""y"": 286.734375, ""count"": 64}, {""x"": 404.61461677660384, ""y"": 135.91775144474929, ""count"": 17131}]"
708,SI266220200309225433,4,0,"[{""x"": 22.944349315068493, ""y"": 344.7390839041096, ""count"": 4672}, {""x"": 237.46141664267205, ""y"": 336.39130434782606, ""count"": 6946}, {""x"": 396.82999809414906, ""y"": 344.3544882790166, ""count"": 10494}]"
709,SI266220200309225433,5,0,"[{""x"": 23.92167945094873, ""y"": 61.20730722648365, ""count"": 4954}, {""x"": 23.5, ""y"": 277.07231149567366, ""count"": 4854}, {""x"": 23.857720836142953, ""y"": 472.92852326365477, ""count"": 2966}, {""x"": 237.81306742074713, ""y"": 52.280845363893434, ""count"": 6719}, {""x"": 238.23099806633942, ""y"": 268.8424810352521, ""count"": 6723}, {""x"": 234.1093493712411, ""y"": 478.55859303809, ""count"": 5487}, {""x"": 319.0, ""y"": 485.5, ""count"": 22}, {""x"": 396.58747447243024, ""y"": 60.34056209277448, ""count"": 10283}, {""x"": 397.38491446345256, ""y"": 276.91183903576984, ""count"": 10288}, {""x"": 397.2101542416452, ""y"": 472.98312982005143, ""count"": 6224}]"
710,SI266220200309225433,6,0,"[{""x"": 23.74126534466478, ""y"": 21.424929178470254, ""count"": 2118}, {""x"": 23.894990947495472, ""y"": 209.48119090726212, ""count"": 4971}, {""x"": 24.28089446841899, ""y"": 425.0757159670459, ""count"": 5098}, {""x"": 238.04109787975602, ""y"": 416.9863491141446, ""count"": 6886}, {""x"": 237.75494761350407, ""y"": 201.11423166472642, ""count"": 6872}, {""x"": 253.54929577464787, ""y"": 10.622919334186939, ""count"": 1562}, {""x"": 317.08, ""y"": 213.29333333333332, ""count"": 75}, {""x"": 396.52031189834423, ""y"": 208.9495571813631, ""count"": 10388}, {""x"": 397.06947890818856, ""y"": 21.35596661403113, ""count"": 4433}, {""x"": 397.07186544342505, ""y"": 424.68797782874617, ""count"": 10464}]"
711,SI266220200309225433,7,861,"[{""x"": 25.851447296559257, ""y"": 140.61296195157473, ""count"": 5493}, {""x"": 331.69414182939363, ""y"": 138.3467214799589, ""count"": 24325}]"
712,SI266220200309225433,8,0,"[{""x"": 130.00706979542718, ""y"": 336.4599879663057, ""count"": 6648}, {""x"": 297.0271956331026, ""y"": 344.02280924066673, ""count"": 10259}, {""x"": 479.34970530451864, ""y"": 336.50884086444006, ""count"": 2036}]"
713,SI266220200309225433,9,128,"[{""x"": 125.72195809121324, ""y"": 478.2053178376475, ""count"": 5679}, {""x"": 129.92055728471914, ""y"": 268.8408181413962, ""count"": 6747}, {""x"": 129.9716756112105, ""y"": 52.58855098389982, ""count"": 6708}, {""x"": 216.34722222222223, ""y"": 258.77777777777777, ""count"": 72}, {""x"": 296.8783783783784, ""y"": 276.7891891891892, ""count"": 10360}, {""x"": 297.071722516167, ""y"": 60.74230844601215, ""count"": 10206}, {""x"": 297.25766192733016, ""y"": 472.60600315955764, ""count"": 6330}, {""x"": 478.69899311075784, ""y"": 483.8304186539481, ""count"": 1887}, {""x"": 479.9006309148265, ""y"": 52.55520504731861, ""count"": 1902}, {""x"": 479.6378958120531, ""y"": 268.7048008171604, ""count"": 1958}]"
714,SI266220200309225433,10,12,"[{""x"": 129.9199763767902, ""y"": 201.06939317879818, ""count"": 6773}, {""x"": 129.88574811306793, ""y"": 417.0441024123132, ""count"": 6757}, {""x"": 145.70486752926678, ""y"": 10.786198398028343, ""count"": 1623}, {""x"": 296.77188199785803, ""y"": 209.03641320221985, ""count"": 10271}, {""x"": 296.56877431906616, ""y"": 424.96731517509727, ""count"": 10280}, {""x"": 297.23876963930076, ""y"": 21.576454967913254, ""count"": 4519}, {""x"": 444.0, ""y"": 373.5, ""count"": 12}, {""x"": 479.71384928716907, ""y"": 200.92311608961305, ""count"": 1964}, {""x"": 479.69532044760933, ""y"": 416.98168870803664, ""count"": 1966}, {""x"": 497.6, ""y"": 5.376923076923077, ""count"": 130}]"
715,SI266220200309225433,11,0,"[{""x"": 129.9800387308208, ""y"": 133.14092060181736, ""count"": 6713}, {""x"": 296.3216252135941, ""y"": 141.4545281944181, ""count"": 10534}, {""x"": 479.2147388970229, ""y"": 133.28648121034652, ""count"": 2049}]"
716,SI266220200309225433,12,0,"[{""x"": 37.73598268738934, ""y"": 336.4939996065316, ""count"": 5083}, {""x"": 197.52947792670352, ""y"": 344.18042928109475, ""count"": 10669}]"
717,SI266220200309225433,13,0,"[{""x"": 37.33719486967315, ""y"": 52.65266859743484, ""count"": 4834}, {""x"": 37.730396119644304, ""y"": 268.71341956346, ""count"": 4948}, {""x"": 36.71436072459963, ""y"": 475.958781832502, ""count"": 3809}, {""x"": 30.0, ""y"": 131.5, ""count"": 12}, {""x"": 196.88733511851632, ""y"": 60.52732321729644, ""count"": 10083}, {""x"": 197.1470243902439, ""y"": 276.957756097561, ""count"": 10250}, {""x"": 197.17222044216598, ""y"": 473.04117270105735, ""count"": 6242}]"
718,SI266220200309225433,14,0,"[{""x"": 40.29261744966443, ""y"": 11.071140939597315, ""count"": 1490}, {""x"": 37.71445758973331, ""y"": 200.83757770202527, ""count"": 4987}, {""x"": 37.68939242029276, ""y"": 416.98556246240224, ""count"": 4987}, {""x"": 197.41463958937737, ""y"": 21.469314885070297, ""count"": 4481}, {""x"": 196.67694409210654, ""y"": 209.04010147331448, ""count"": 10249}, {""x"": 196.7908886499169, ""y"": 425.0299149476977, ""count"": 10229}]"
719,SI266220200309225433,15,0,"[{""x"": 37.538216560509554, ""y"": 133.15744426751593, ""count"": 5024}, {""x"": 196.1466589528493, ""y"": 141.35117153601388, ""count"": 10371}]"
720,SI266220200309225433,0,0,"[{""x"": 345.5865641186627, ""y"": 335.5592528645425, ""count"": 6371}, {""x"": 474.60604499398937, ""y"": 344.2476386742229, ""count"": 5823}]"
721,SI266220200309225433,1,0,"[{""x"": 203.92857142857142, ""y"": 34.5, ""count"": 28}, {""x"": 344.9327754928379, ""y"": 52.34349737625869, ""count"": 7051}, {""x"": 345.72757962718333, ""y"": 268.62424776163215, ""count"": 6813}, {""x"": 340.9937106918239, ""y"": 478.47169811320754, ""count"": 5247}, {""x"": 471.4013069953958, ""y"": 61.05079459379177, ""count"": 6733}, {""x"": 474.70870218807414, ""y"": 276.5159512276599, ""count"": 5987}, {""x"": 474.70274725274726, ""y"": 472.1706043956044, ""count"": 3640}]"
722,SI266220200309225433,2,0,"[{""x"": 345.93702623906705, ""y"": 200.95889212827987, ""count"": 6860}, {""x"": 345.6709668067836, ""y"": 416.85418176547324, ""count"": 6899}, {""x"": 361.4882179675994, ""y"": 10.358615611192931, ""count"": 1358}, {""x"": 473.0152115354144, ""y"": 210.13183330692442, ""count"": 6311}, {""x"": 474.1643564356436, ""y"": 21.294257425742575, ""count"": 2525}, {""x"": 474.72135328119685, ""y"": 424.61203672220336, ""count"": 5882}]"
723,SI266220200309225433,3,1732,"[{""x"": 179.86666666666667, ""y"": 286.51666666666665, ""count"": 60}, {""x"": 345.2459754433834, ""y"": 132.91268758526604, ""count"": 7330}, {""x"": 472.1997010463378, ""y"": 140.47234678624812, ""count"": 6690}]"
724,SI266220200309225433,4,0,"[{""x"": 22.279444199382443, ""y"": 344.9131010145567, ""count"": 4534}, {""x"": 237.29864709268855, ""y"": 336.3672999424295, ""count"": 6948}, {""x"": 396.7987112906328, ""y"": 344.4183496826313, ""count"": 10398}]"
725,SI266220200309225433,5,0,"[{""x"": 23.566864632398115, ""y"": 60.31763260290805, ""count"": 4883}, {""x"": 23.324903120538448, ""y"": 276.66347134407505, ""count"": 4903}, {""x"": 22.294076410795654, ""y"": 472.0445145460918, ""count"": 2853}, {""x"": 236.93519792144275, ""y"": 52.104997707473636, ""count"": 6543}, {""x"": 238.22561884879212, ""y"": 268.72681181031913, ""count"": 6706}, {""x"": 233.94620664069745, ""y"": 478.3502133184938, ""count"": 5391}, {""x"": 395.88561030785877, ""y"": 60.55316219140356, ""count"": 10167}, {""x"": 396.92857142857144, ""y"": 276.88585145992556, ""count"": 10206}, {""x"": 396.94725704053394, ""y"": 472.64007813771775, ""count"": 6143}]"
726,SI266220200309225433,6,0,"[{""x"": 23.029918864097365, ""y"": 21.573022312373226, ""count"": 1972}, {""x"": 23.371393742381144, ""y"": 208.92828118650954, ""count"": 4922}, {""x"": 23.891778355671136, ""y"": 425.252050410082, ""count"": 4999}, {""x"": 237.626611957796, ""y"": 416.9766998827667, ""count"": 6824}, {""x"": 237.67351732237228, ""y"": 200.97298884321785, ""count"": 6812}, {""x"": 253.48943196829592, ""y"": 10.824966974900924, ""count"": 1514}, {""x"": 396.2943221320973, ""y"": 208.74430281962148, ""count"": 10356}, {""x"": 396.8908635224425, ""y"": 21.551378446115287, ""count"": 4389}, {""x"": 396.7394917383322, ""y"": 424.8696492414726, ""count"": 10349}]"
727,SI266220200309225433,7,490,"[{""x"": 24.602660172349193, ""y"": 141.07755713750467, ""count"": 5338}, {""x"": 233.84109360076408, ""y"": 132.42836676217766, ""count"": 8376}, {""x"": 392.0316287318948, ""y"": 140.92720957729824, ""count"": 13532}]"
728,SI266220200309225433,8,0,"[{""x"": 129.74898974199564, ""y"": 336.290798880945, ""count"": 6434}, {""x"": 79.22857142857143, ""y"": 440.77142857142854, ""count"": 35}, {""x"": 296.478749630214, ""y"": 344.20254412779803, ""count"": 10141}, {""x"": 479.2448579823702, ""y"": 336.46914789422135, ""count"": 2042}]"
729,SI266220200309225433,9,44,"[{""x"": 125.36013370865588, ""y"": 477.9774806474314, ""count"": 5684}, {""x"": 129.65453998797355, ""y"": 268.67678893565846, ""count"": 6652}, {""x"": 129.74489332728098, ""y"": 52.46572855197458, ""count"": 6609}, {""x"": 296.6485143692158, ""y"": 276.6287384315636, ""count"": 10265}, {""x"": 296.8389030862984, ""y"": 60.711617849420094, ""count"": 10174}, {""x"": 297.11321656050956, ""y"": 472.6143312101911, ""count"": 6280}, {""x"": 478.79849137931035, ""y"": 483.62338362068965, ""count"": 1856}, {""x"": 480.10271739130434, ""y"": 52.50054347826087, ""count"": 1840}, {""x"": 479.61227701993704, ""y"": 268.4291710388248, ""count"": 1906}]"
730,SI266220200309225433,10,64,"[{""x"": 129.64350180505414, ""y"": 200.94329121540312, ""count"": 6648}, {""x"": 129.48361887586415, ""y"": 416.86068530207393, ""count"": 6654}, {""x"": 145.3690851735016, ""y"": 10.710410094637224, ""count"": 1585}, {""x"": 297.0388132946687, ""y"": 21.571269239348652, ""count"": 4483}, {""x"": 296.9557565627765, ""y"": 209.0127814374201, ""count"": 10171}, {""x"": 296.8619094488189, ""y"": 424.96437007874016, ""count"": 10160}, {""x"": 479.81122181436814, ""y"": 200.48872574724697, ""count"": 1907}, {""x"": 479.77253668763103, ""y"": 416.5104821802935, ""count"": 1908}, {""x"": 497.55371900826447, ""y"": 5.033057851239669, ""count"": 121}]"
731,SI266220200309225433,11,0,"[{""x"": 129.13963613745918, ""y"": 132.8255325765822, ""count"": 6431}, {""x"": 295.95882528028574, ""y"": 141.0539736084929, ""count"": 10079}, {""x"": 479.80382034073307, ""y"": 132.75787299948374, ""count"": 1937}]"
732,SI266220200309225433,12,0,"[{""x"": 37.63885601577909, ""y"": 336.55285996055227, ""count"": 5070}, {""x"": 196.47837939462306, ""y"": 343.88042865200225, ""count"": 10638}]"
733,SI266220200309225433,13,0,"[{""x"": 37.0004222972973, ""y"": 52.5941722972973, ""count"": 4736}, {""x"": 37.35358319604613, ""y"": 268.58793245469525, ""count"": 4856}, {""x"": 36.472133757961785, ""y"": 476.03158174097666, ""count"": 3768}, {""x"": 196.25977428456267, ""y"": 60.444881096332125, ""count"": 9924}, {""x"": 197.01301261829653, ""y"": 276.9172910094637, ""count"": 10144}, {""x"": 196.97319987084276, ""y"": 472.8120762027769, ""count"": 6194}]"
734,SI266220200309225433,14,0,"[{""x"": 40.14675767918089, ""y"": 10.994539249146758, ""count"": 1465}, {""x"": 37.29260780287474, ""y"": 200.5983572895277, ""count"": 4870}, {""x"": 37.36689175363208, ""y"": 416.8096992019644, ""count"": 4887}, {""x"": 197.00511962193562, ""y"": 208.92113813133798, ""count"": 10157}, {""x"": 197.23152930608578, ""y"": 21.54053447114305, ""count"": 4453}, {""x"": 196.94270525694034, ""y"": 425.0104351250246, ""count"": 10158}]"
735,SI266220200309225433,15,0,"[{""x"": 37.24633550488599, ""y"": 132.9774022801303, ""count"": 4912}, {""x"": 196.7210515951162, ""y"": 141.137455691217, ""count"": 10156}]"
736,SI266220200309225433,0,0,"[{""x"": 269.9375, ""y"": 499.59375, ""count"": 32}, {""x"": 347.30363940916703, ""y"": 334.5495660118776, ""count"": 6567}, {""x"": 395.2413793103448, ""y"": 500.7931034482759, ""count"": 29}, {""x"": 445.75, ""y"": 496.19666666666666, ""count"": 300}, {""x"": 474.3482309124767, ""y"": 342.6519383781954, ""count"": 5907}]"
737,SI266220200309225433,1,0,"[{""x"": 248.29090909090908, ""y"": 10.8, ""count"": 55}, {""x"": 406.6831970006817, ""y"": 49.173312883435585, ""count"": 17604}, {""x"": 406.4965991535671, ""y"": 271.189238210399, ""count"": 13232}, {""x"": 399.436360370071, ""y"": 473.36575945387585, ""count"": 11133}, {""x"": 286.8, ""y"": 215.925, ""count"": 40}]"
738,SI266220200309225433,2,0,"[{""x"": 408.31753208868145, ""y"": 203.14841015169196, ""count"": 13712}, {""x"": 407.312860279989, ""y"": 417.4809223167719, ""count"": 14572}, {""x"": 361.75630857966837, ""y"": 9.653929343907715, ""count"": 1387}, {""x"": 474.3618552578968, ""y"": 20.963614554178328, ""count"": 2501}]"
739,SI266220200309225433,3,5447,"[{""x"": 402.1285706600678, ""y"": 131.57840658453924, ""count"": 18589}, {""x"": 291.25, ""y"": 177.5, ""count"": 24}, {""x"": 351.75, ""y"": 52.15625, ""count"": 64}]"
740,SI266220200309225433,4,0,"[{""x"": 23.196741854636592, ""y"": 342.8642439431913, ""count"": 4788}, {""x"": 331.4379034737166, ""y"": 337.62762578133004, ""count"": 19518}, {""x"": 339.5242718446602, ""y"": 500.1456310679612, ""count"": 103}]"
741,SI266220200309225433,5,50,"[{""x"": 26.58546552949538, ""y"": 55.13343994314143, ""count"": 5628}, {""x"": 24.395833333333332, ""y"": 275.24532710280374, ""count"": 5136}, {""x"": 25.22050170331372, ""y"": 471.7856921647569, ""count"": 3229}, {""x"": 333.7372508060488, ""y"": 49.68021434085645, ""count"": 22021}, {""x"": 343.9368456179869, ""y"": 264.09485671380304, ""count"": 23973}, {""x"": 331.7967455621302, ""y"": 470.65473372781065, ""count"": 16900}]"
742,SI266220200309225433,6,0,"[{""x"": 23.72254616132167, ""y"": 20.599125364431487, ""count"": 2058}, {""x"": 24.153460574513208, ""y"": 206.4825525351841, ""count"": 5187}, {""x"": 24.83275795934024, ""y"": 423.40889911775986, ""count"": 5214}, {""x"": 237.89969854754727, ""y"": 415.9351877226637, ""count"": 7298}, {""x"": 331.43686023622047, ""y"": 200.26220472440946, ""count"": 20320}, {""x"": 169.4, ""y"": 355.6, ""count"": 30}, {""x"": 253.99732620320856, ""y"": 10.16042780748663, ""count"": 1496}, {""x"": 395.90853547328106, ""y"": 422.77676454495713, ""count"": 10966}, {""x"": 396.3956850053937, ""y"": 20.311326860841422, ""count"": 4635}, {""x"": 490.5, ""y"": 161.5, ""count"": 24}]"
743,SI266220200309225433,7,1269,"[{""x"": 26.797057331303908, ""y"": 136.39151023169288, ""count"": 5913}, {""x"": 330.45354801937873, ""y"": 130.09365203761755, ""count"": 28072}, {""x"": 310.2926829268293, ""y"": 44.28048780487805, ""count"": 82}]"
744,SI266220200309225433,8,0,"[{""x"": 228.31294138035614, ""y"": 331.58368354923965, ""count"": 23081}, {""x"": 79.17857142857143, ""y"": 440.82142857142856, ""count"": 28}, {""x"": 478.90125173852573, ""y"": 335.41631896152063, ""count"": 2157}]"
745,SI266220200309225433,9,59,"[{""x"": 124.64906592558283, ""y"": 475.86583294735215, ""count"": 6477}, {""x"": 225.59722085345422, ""y"": 51.933034394402284, ""count"": 20294}, {""x"": 227.33626852246366, ""y"": 267.04890403825215, ""count"": 21123}, {""x"": 206.12765957446808, ""y"": 69.61702127659575, ""count"": 47}, {""x"": 298.71681811410696, ""y"": 471.40071503053775, ""count"": 6713}, {""x"": 480.1142712036567, ""y"": 51.124936515997966, ""count"": 1969}, {""x"": 479.65279841505696, ""y"": 267.4274393263992, ""count"": 2019}, {""x"": 478.6680182463254, ""y"": 482.5387734414597, ""count"": 1973}, {""x"": 484.0, ""y"": 394.7560975609756, ""count"": 41}]"
746,SI266220200309225433,10,77,"[{""x"": 229.1529722737754, ""y"": 203.92936280299196, ""count"": 17781}, {""x"": 130.83540642175296, ""y"": 415.35015909748336, ""count"": 6914}, {""x"": 145.33459595959596, ""y"": 10.568181818181818, ""count"": 1584}, {""x"": 118.5, ""y"": 299.5, ""count"": 32}, {""x"": 296.8676441837732, ""y"": 424.1911045943304, ""count"": 10230}, {""x"": 297.22715053763443, ""y"": 21.330645161290324, ""count"": 4464}, {""x"": 479.19820269595607, ""y"": 415.9076385421867, ""count"": 2003}, {""x"": 479.90180360721445, ""y"": 199.63527054108218, ""count"": 1996}, {""x"": 497.552, ""y"": 5.056, ""count"": 125}]"
747,SI266220200309225433,11,0,"[{""x"": 227.9402328451097, ""y"": 134.9705992810773, ""count"": 18639}, {""x"": 479.31733198585147, ""y"": 132.2632642748863, ""count"": 1979}]"
748,SI266220200309225433,12,0,"[{""x"": 40.52739603783687, ""y"": 334.4060324825986, ""count"": 5603}, {""x"": 195.04420172369657, ""y"": 342.2397815513269, ""count"": 11719}, {""x"": 120.36363636363636, ""y"": 484.3181818181818, ""count"": 22}]"
749,SI266220200309225433,13,0,"[{""x"": 38.088884547763236, ""y"": 49.73295565540145, ""count"": 5119}, {""x"": 38.17047006046421, ""y"": 267.36824653793644, ""count"": 5127}, {""x"": 40.116552182583646, ""y"": 473.3658320407711, ""count"": 4513}, {""x"": 195.58871201157743, ""y"": 58.6917510853835, ""count"": 10365}, {""x"": 194.78548387096774, ""y"": 469.520564516129, ""count"": 7440}, {""x"": 197.17423576521145, ""y"": 276.05557183318683, ""count"": 10239}]"
750,SI266220200309225433,14,0,"[{""x"": 40.29186935371786, ""y"": 10.558721334259904, ""count"": 1439}, {""x"": 37.9928923988154, ""y"": 199.20197433366238, ""count"": 5065}, {""x"": 37.557177615571774, ""y"": 416.1232765612328, ""count"": 4932}, {""x"": 196.844000395687, ""y"": 208.3885646453655, ""count"": 10109}, {""x"": 196.8566907328652, ""y"": 424.33814657303924, ""count"": 10111}, {""x"": 197.08838900249944, ""y"": 21.163826403090205, ""count"": 4401}]"
751,SI266220200309225433,15,0,"[{""x"": 37.498075754506786, ""y"": 132.08446424954425, ""count"": 4937}, {""x"": 196.85120220733148, ""y"": 140.53892392589674, ""count"": 10148}]"
752,SI266220200309225433,0,0,"[{""x"": 269.94444444444446, ""y"": 499.4166666666667, ""count"": 36}, {""x"": 347.34581599630144, ""y"": 335.2077361689012, ""count"": 6489}, {""x"": 395.6, ""y"": 500.8, ""count"": 30}, {""x"": 446.5660377358491, ""y"": 496.24528301886795, ""count"": 265}, {""x"": 474.8523594725885, ""y"": 343.0405968077724, ""count"": 5764}]"
753,SI266220200309225433,1,0,"[{""x"": 248.27450980392157, ""y"": 10.803921568627452, ""count"": 51}, {""x"": 406.24927179752734, ""y"": 50.44443006019807, ""count"": 15449}, {""x"": 406.0989530825901, ""y"": 271.0787126793331, ""count"": 12895}, {""x"": 397.6091096495534, ""y"": 474.1901443015608, ""count"": 10187}, {""x"": 287.1666666666667, ""y"": 215.83333333333334, ""count"": 30}]"
754,SI266220200309225433,2,0,"[{""x"": 406.72919508867665, ""y"": 202.88623616795513, ""count"": 13194}, {""x"": 406.1957576196337, ""y"": 418.50430753637875, ""count"": 13813}, {""x"": 362.13287197231836, ""y"": 10.193079584775086, ""count"": 1445}, {""x"": 475.08185931715343, ""y"": 20.908268202385848, ""count"": 2431}]"
755,SI266220200309225433,3,2751,"[{""x"": 404.84238557883646, ""y"": 132.9205782511998, ""count"": 17086}, {""x"": 291.39130434782606, ""y"": 177.6086956521739, ""count"": 23}, {""x"": 351.60714285714283, ""y"": 52.19642857142857, ""count"": 56}]"
756,SI266220200309225433,4,0,"[{""x"": 23.256500936134803, ""y"": 343.65050967339295, ""count"": 4807}, {""x"": 331.92142894834046, ""y"": 338.50224262571896, ""count"": 18951}, {""x"": 340.2375, ""y"": 500.225, ""count"": 80}]"
757,SI266220200309225433,5,0,"[{""x"": 25.62015503875969, ""y"": 57.25489110372831, ""count"": 5418}, {""x"": 24.205001969279245, ""y"": 275.59846396218984, ""count"": 5078}, {""x"": 24.735672891178364, ""y"": 472.2504829362524, ""count"": 3106}, {""x"": 334.04195201136304, ""y"": 52.45604423476893, ""count"": 19713}, {""x"": 341.3154795553043, ""y"": 266.7045882796307, ""count"": 21228}, {""x"": 328.43052498165565, ""y"": 471.81408845307186, ""count"": 14991}]"
758,SI266220200309225433,6,0,"[{""x"": 23.62512077294686, ""y"": 21.06280193236715, ""count"": 2070}, {""x"": 24.14048131481119, ""y"": 207.2167873214635, ""count"": 5111}, {""x"": 24.48460793804453, ""y"": 423.90474346563406, ""count"": 5165}, {""x"": 237.63039269911505, ""y"": 416.0294524336283, ""count"": 7232}, {""x"": 332.6610124428374, ""y"": 202.29910666808465, ""count"": 18806}, {""x"": 169.72, ""y"": 355.28, ""count"": 25}, {""x"": 254.2150466045273, ""y"": 10.26364846870839, ""count"": 1502}, {""x"": 396.43990762124713, ""y"": 423.11972286374134, ""count"": 10825}, {""x"": 396.8394495412844, ""y"": 20.782000873743993, ""count"": 4578}, {""x"": 490.5, ""y"": 161.5, ""count"": 24}]"
759,SI266220200309225433,7,415,"[{""x"": 25.67747105966162, ""y"": 139.6787177203918, ""count"": 5615}, {""x"": 329.64401538278554, ""y"": 131.6232803393728, ""count"": 25223}, {""x"": 310.15294117647056, ""y"": 44.1764705882353, ""count"": 85}]"
760,SI266220200309225433,8,0,"[{""x"": 229.8823902129941, ""y"": 334.98547545937515, ""count"": 20517}, {""x"": 478.9339534883721, ""y"": 335.6353488372093, ""count"": 2150}]"
761,SI266220200309225433,9,63,"[{""x"": 124.82015081020376, ""y"": 476.5060163645115, ""count"": 6233}, {""x"": 227.71675759937645, ""y"": 53.78945180566381, ""count"": 19245}, {""x"": 229.35562856116215, ""y"": 269.5026436014578, ""count"": 19481}, {""x"": 298.0511775362319, ""y"": 471.8802838164251, ""count"": 6624}, {""x"": 336.4418604651163, ""y"": 416.4186046511628, ""count"": 43}, {""x"": 479.93037648272303, ""y"": 51.42547705002578, ""count"": 1939}, {""x"": 479.49279682066566, ""y"": 267.5081967213115, ""count"": 2013}, {""x"": 478.5070281124498, ""y"": 482.8172690763052, ""count"": 1992}, {""x"": 483.96875, ""y"": 394.96875, ""count"": 32}]"
762,SI266220200309225433,10,54,"[{""x"": 229.72569228155615, ""y"": 204.40681805311738, ""count"": 17659}, {""x"": 130.36151942948624, ""y"": 415.6913113083976, ""count"": 6871}, {""x"": 145.41635455680398, ""y"": 10.640449438202246, ""count"": 1602}, {""x"": 118.51724137931035, ""y"": 299.58620689655174, ""count"": 29}, {""x"": 297.05499710032865, ""y"": 424.2636767832979, ""count"": 10346}, {""x"": 297.35097119892833, ""y"": 21.36191114087966, ""count"": 4479}, {""x"": 479.2112047595439, ""y"": 415.8408527516113, ""count"": 2017}, {""x"": 479.7797290516809, ""y"": 199.67737079779226, ""count"": 1993}, {""x"": 497.5748031496063, ""y"": 5.070866141732283, ""count"": 127}]"
763,SI266220200309225433,11,0,"[{""x"": 228.86337466784767, ""y"": 135.75880203720106, ""count"": 18064}, {""x"": 479.33716283716285, ""y"": 132.32917082917083, ""count"": 2002}]"
764,SI266220200309225433,12,0,"[{""x"": 39.725665329930735, ""y"": 335.0592417061611, ""count"": 5486}, {""x"": 196.19470187095646, ""y"": 342.9406364749082, ""count"": 11438}, {""x"": 120.18181818181819, ""y"": 484.40909090909093, ""count"": 22}]"
765,SI266220200309225433,13,0,"[{""x"": 37.9609832227858, ""y"": 50.939133827545845, ""count"": 5126}, {""x"": 37.9164542067072, ""y"": 267.6501274759757, ""count"": 5099}, {""x"": 38.85160989267382, ""y"": 473.84321045263647, ""count"": 4286}, {""x"": 196.55071633237822, ""y"": 59.420343839541545, ""count"": 10470}, {""x"": 195.9464665061606, ""y"": 470.3182268800453, ""count"": 7061}, {""x"": 197.25016851227733, ""y"": 276.15580163697643, ""count"": 10385}]"
