seq_id,print_id,tile_id,saturated
926,SI266220200309225433,14,0
927,SI266220200309225433,15,0
928,SI266220200309225433,0,0
929,SI266220200309225433,1,0
930,SI266220200309225433,2,0
931,SI266220200309225433,3,2143
932,SI266220200309225433,4,0
933,SI266220200309225433,5,0
934,SI266220200309225433,6,0
935,SI266220200309225433,7,65
936,SI266220200309225433,8,0
937,SI266220200309225433,9,44
938,SI266220200309225433,10,0
939,SI266220200309225433,11,0
940,SI266220200309225433,12,0
941,SI266220200309225433,13,0
942,SI266220200309225433,14,0
943,SI266220200309225433,15,0
944,SI266220200309225433,0,0
945,SI266220200309225433,1,0
946,SI266220200309225433,2,0
947,SI266220200309225433,3,2960
948,SI266220200309225433,4,0
949,SI266220200309225433,5,0
950,SI266220200309225433,6,0
951,SI266220200309225433,7,665
952,SI266220200309225433,8,0
953,SI266220200309225433,9,55
954,SI266220200309225433,10,0
955,SI266220200309225433,11,0
956,SI266220200309225433,12,0
957,SI266220200309225433,13,0
958,SI266220200309225433,14,0
959,SI266220200309225433,15,0
960,SI266220200309225433,0,0
961,SI266220200309225433,1,0
962,SI266220200309225433,2,0
963,SI266220200309225433,3,3662
964,SI266220200309225433,4,0
965,SI266220200309225433,5,0
966,SI266220200309225433,6,0
967,SI266220200309225433,7,1435
968,SI266220200309225433,8,0
969,SI266220200309225433,9,133
970,SI266220200309225433,10,7
971,SI266220200309225433,11,0
972,SI266220200309225433,12,0
973,SI266220200309225433,13,0
974,SI266220200309225433,14,0
975,SI266220200309225433,15,0
976,SI266220200309225433,0,0
977,SI266220200309225433,1,0
978,SI266220200309225433,2,0
979,SI266220200309225433,3,1750
980,SI266220200309225433,4,0
981,SI266220200309225433,5,0
982,SI266220200309225433,6,0
983,SI266220200309225433,7,462
984,SI266220200309225433,8,0
985,SI266220200309225433,9,32
986,SI266220200309225433,10,27
987,SI266220200309225433,11,0
988,SI266220200309225433,12,0
989,SI266220200309225433,13,0
990,SI266220200309225433,14,0
991,SI266220200309225433,15,0
992,SI266220200309225433,0,0
993,SI266220200309225433,1,0
994,SI266220200309225433,2,0
995,SI266220200309225433,3,6090
996,SI266220200309225433,4,2
997,SI266220200309225433,5,0
998,SI266220200309225433,6,0
999,SI266220200309225433,7,1802
1000,SI266220200309225433,8,0
1001,SI266220200309225433,9,0
1002,SI266220200309225433,10,73
1003,SI266220200309225433,11,0
1004,SI266220200309225433,12,0
1005,SI266220200309225433,13,0
1006,SI266220200309225433,14,0
1007,SI266220200309225433,15,0
1008,SI266220200309225433,0,0
1009,SI266220200309225433,1,0
1010,SI266220200309225433,2,0
1011,SI266220200309225433,3,3007
1012,SI266220200309225433,4,0
1013,SI266220200309225433,5,0
1014,SI266220200309225433,6,0
1015,SI266220200309225433,7,426
1016,SI266220200309225433,8,0
1017,SI266220200309225433,9,67
1018,SI266220200309225433,10,64
1019,SI266220200309225433,11,0
1020,SI266220200309225433,12,0
1021,SI266220200309225433,13,0
1022,SI266220200309225433,14,0
1023,SI266220200309225433,15,0
1024,SI266220200309225433,0,0
1025,SI266220200309225433,1,0
1026,SI266220200309225433,2,0
1027,SI266220200309225433,3,2703
1028,SI266220200309225433,4,0
1029,SI266220200309225433,5,0
1030,SI266220200309225433,6,0
1031,SI266220200309225433,7,395
1032,SI266220200309225433,8,0
1033,SI266220200309225433,9,123
1034,SI266220200309225433,10,0
1035,SI266220200309225433,11,0
1036,SI266220200309225433,12,0
1037,SI266220200309225433,13,0
1038,SI266220200309225433,14,0
1039,SI266220200309225433,15,0
1040,SI266220200309225433,0,0
1041,SI266220200309225433,1,0
1042,SI266220200309225433,2,0
1043,SI266220200309225433,3,8395
1044,SI266220200309225433,4,0
1045,SI266220200309225433,5,0
1046,SI266220200309225433,6,0
1047,SI266220200309225433,7,3693
1048,SI266220200309225433,8,0
1049,SI266220200309225433,9,78
1050,SI266220200309225433,10,0
1051,SI266220200309225433,11,0
1052,SI266220200309225433,12,0
1053,SI266220200309225433,13,0
1054,SI266220200309225433,14,0
1055,SI266220200309225433,15,0
1056,SI266220200309225433,0,0
1057,SI266220200309225433,1,0
1058,SI266220200309225433,2,0
1059,SI266220200309225433,3,1600
1060,SI266220200309225433,4,0
1061,SI266220200309225433,5,0
1062,SI266220200309225433,6,0
1063,SI266220200309225433,7,414
1064,SI266220200309225433,8,0
1065,SI266220200309225433,9,61
1066,SI266220200309225433,10,0
1067,SI266220200309225433,11,0
1068,SI266220200309225433,12,0
1069,SI266220200309225433,13,0
1070,SI266220200309225433,14,0
1071,SI266220200309225433,15,0
1072,SI266220200309225433,0,0
1073,SI266220200309225433,1,0
1074,SI266220200309225433,2,0
1075,SI266220200309225433,3,1470
1076,SI266220200309225433,4,0
1077,SI266220200309225433,5,0
1078,SI266220200309225433,6,0
1079,SI266220200309225433,7,509
1080,SI266220200309225433,8,0
1081,SI266220200309225433,9,0
1082,SI266220200309225433,10,134
1083,SI266220200309225433,11,0
1084,SI266220200309225433,12,0
1085,SI266220200309225433,13,0
1086,SI266220200309225433,14,0
1087,SI266220200309225433,15,0
1088,SI266220200309225433,0,0
1089,SI266220200309225433,1,0
1090,SI266220200309225433,2,0
1091,SI266220200309225433,3,2368
1092,SI266220200309225433,4,0
1093,SI266220200309225433,5,0
1094,SI266220200309225433,6,0
1095,SI266220200309225433,7,468
1096,SI266220200309225433,8,0
1097,SI266220200309225433,9,42
1098,SI266220200309225433,10,81
1099,SI266220200309225433,11,0
1100,SI266220200309225433,12,0
1101,SI266220200309225433,13,0
1102,SI266220200309225433,14,0
1103,SI266220200309225433,15,0
1104,SI266220200309225433,0,0
1105,SI266220200309225433,1,0
1106,SI266220200309225433,2,0
1107,SI266220200309225433,3,2380
1108,SI266220200309225433,4,0
1109,SI266220200309225433,5,0
1110,SI266220200309225433,6,0
1111,SI266220200309225433,7,878
1112,SI266220200309225433,8,0
1113,SI266220200309225433,9,66
1114,SI266220200309225433,10,0
1115,SI266220200309225433,11,0
1116,SI266220200309225433,12,0
1117,SI266220200309225433,13,0
1118,SI266220200309225433,14,0
1119,SI266220200309225433,15,0
1120,SI266220200309225433,0,0
1121,SI266220200309225433,1,0
1122,SI266220200309225433,2,0
1123,SI266220200309225433,3,8200
1124,SI266220200309225433,4,0
1125,SI266220200309225433,5,0
1126,SI266220200309225433,6,0
1127,SI266220200309225433,7,3322
1128,SI266220200309225433,8,0
1129,SI266220200309225433,9,20
1130,SI266220200309225433,10,15
1131,SI266220200309225433,11,0
1132,SI266220200309225433,12,0
1133,SI266220200309225433,13,0
1134,SI266220200309225433,14,0
1135,SI266220200309225433,15,0
1136,SI266220200309225433,0,0
1137,SI266220200309225433,1,0
1138,SI266220200309225433,2,0
1139,SI266220200309225433,3,2534
1140,SI266220200309225433,4,0
1141,SI266220200309225433,5,0
1142,SI266220200309225433,6,0
1143,SI266220200309225433,7,753
1144,SI266220200309225433,8,0
1145,SI266220200309225433,9,148
1146,SI266220200309225433,10,0
1147,SI266220200309225433,11,0
1148,SI266220200309225433,12,0
1149,SI266220200309225433,13,0
1150,SI266220200309225433,14,0
1151,SI266220200309225433,15,0
1152,SI266220200309225433,0,0
1153,SI266220200309225433,1,0
1154,SI266220200309225433,2,0
1155,SI266220200309225433,3,1766
1156,SI266220200309225433,4,0
1157,SI266220200309225433,5,0
1158,SI266220200309225433,6,0
1159,SI266220200309225433,7,585
1160,SI266220200309225433,8,0
1161,SI266220200309225433,9,40
1162,SI266220200309225433,10,124
1163,SI266220200309225433,11,0
1164,SI266220200309225433,12,0
1165,SI266220200309225433,13,0
1166,SI266220200309225433,14,0
1167,SI266220200309225433,15,0
1168,SI266220200309225433,0,0
1169,SI266220200309225433,1,0
1170,SI266220200309225433,2,0
1171,SI266220200309225433,3,4090
1172,SI266220200309225433,4,0
1173,SI266220200309225433,5,0
1174,SI266220200309225433,6,0
1175,SI266220200309225433,7,1472
1176,SI266220200309225433,8,0
1177,SI266220200309225433,9,0
1178,SI266220200309225433,10,54
1179,SI266220200309225433,11,0
1180,SI266220200309225433,12,0
1181,SI266220200309225433,13,0
1182,SI266220200309225433,14,0
1183,SI266220200309225433,15,0
1184,SI266220200309225433,0,0
1185,SI266220200309225433,1,0
1186,SI266220200309225433,2,0
1187,SI266220200309225433,3,2858
1188,SI266220200309225433,4,0
1189,SI266220200309225433,5,0
1190,SI266220200309225433,6,0
1191,SI266220200309225433,7,690
1192,SI266220200309225433,8,0
1193,SI266220200309225433,9,79
1194,SI266220200309225433,10,35
1195,SI266220200309225433,11,0
1196,SI266220200309225433,12,0
1197,SI266220200309225433,13,0
1198,SI266220200309225433,14,0
1199,SI266220200309225433,15,0
1200,SI266220200309225433,0,0
1201,SI266220200309225433,1,0
1202,SI266220200309225433,2,0
1203,SI266220200309225433,3,2634
1204,SI266220200309225433,4,0
1205,SI266220200309225433,5,0
1206,SI266220200309225433,6,0
1207,SI266220200309225433,7,739
1208,SI266220200309225433,8,0
1209,SI266220200309225433,9,117
1210,SI266220200309225433,10,9
1211,SI266220200309225433,11,0
1212,SI266220200309225433,12,0
1213,SI266220200309225433,13,0
1214,SI266220200309225433,14,0
1215,SI266220200309225433,15,0
1216,SI266220200309225433,0,0
1217,SI266220200309225433,1,0
1218,SI266220200309225433,2,0
1219,SI266220200309225433,3,3433
1220,SI266220200309225433,4,0
1221,SI266220200309225433,5,0
1222,SI266220200309225433,6,0
1223,SI266220200309225433,7,1059
1224,SI266220200309225433,8,0
1225,SI266220200309225433,9,119
1226,SI266220200309225433,10,0
1227,SI266220200309225433,11,0
1228,SI266220200309225433,12,0
1229,SI266220200309225433,13,0
1230,SI266220200309225433,14,0
1231,SI266220200309225433,15,0
1232,SI266220200309225433,0,0
1233,SI266220200309225433,1,0
1234,SI266220200309225433,2,0
1235,SI266220200309225433,3,1506
1236,SI266220200309225433,4,0
1237,SI266220200309225433,5,0
1238,SI266220200309225433,6,0
1239,SI266220200309225433,7,277
1240,SI266220200309225433,8,0
1241,SI266220200309225433,9,41
1242,SI266220200309225433,10,0
1243,SI266220200309225433,11,0
1244,SI266220200309225433,12,0
1245,SI266220200309225433,13,0
1246,SI266220200309225433,14,0
1247,SI266220200309225433,15,0
1248,SI266220200309225433,0,0
1249,SI266220200309225433,1,0
1250,SI266220200309225433,2,0
1251,SI266220200309225433,3,2427
1252,SI266220200309225433,4,9
1253,SI266220200309225433,5,0
1254,SI266220200309225433,6,0
1255,SI266220200309225433,7,1092
1256,SI266220200309225433,8,0
1257,SI266220200309225433,9,2
1258,SI266220200309225433,10,142
1259,SI266220200309225433,11,0
1260,SI266220200309225433,12,0
1261,SI266220200309225433,13,0
1262,SI266220200309225433,14,0
1263,SI266220200309225433,15,0
1264,SI266220200309225433,0,0
1265,SI266220200309225433,1,0
1266,SI266220200309225433,2,0
1267,SI266220200309225433,3,2609
1268,SI266220200309225433,4,0
1269,SI266220200309225433,5,0
1270,SI266220200309225433,6,0
1271,SI266220200309225433,7,884
1272,SI266220200309225433,8,0
1273,SI266220200309225433,9,63
1274,SI266220200309225433,10,66
1275,SI266220200309225433,11,0
1276,SI266220200309225433,12,0
1277,SI266220200309225433,13,0
1278,SI266220200309225433,14,0
1279,SI266220200309225433,15,0
1280,SI266220200309225433,0,0
1281,SI266220200309225433,1,0
1282,SI266220200309225433,2,0
1283,SI266220200309225433,3,2685
1284,SI266220200309225433,4,0
1285,SI266220200309225433,5,0
1286,SI266220200309225433,6,0
1287,SI266220200309225433,7,296
1288,SI266220200309225433,8,0
1289,SI266220200309225433,9,85
1290,SI266220200309225433,10,2
1291,SI266220200309225433,11,0
1292,SI266220200309225433,12,0
1293,SI266220200309225433,13,0
1294,SI266220200309225433,14,0
1295,SI266220200309225433,15,0
1296,SI266220200309225433,0,0
1297,SI266220200309225433,1,0
1298,SI266220200309225433,2,3
1299,SI266220200309225433,3,9363
1300,SI266220200309225433,4,0
1301,SI266220200309225433,5,0
1302,SI266220200309225433,6,0
1303,SI266220200309225433,7,3854
1304,SI266220200309225433,8,0
1305,SI266220200309225433,9,47
1306,SI266220200309225433,10,8
1307,SI266220200309225433,11,0
1308,SI266220200309225433,12,0
1309,SI266220200309225433,13,0
1310,SI266220200309225433,14,2
1311,SI266220200309225433,15,0
1312,SI266220200309225433,0,0
1313,SI266220200309225433,1,0
1314,SI266220200309225433,2,0
1315,SI266220200309225433,3,1690
1316,SI266220200309225433,4,0
1317,SI266220200309225433,5,0
1318,SI266220200309225433,6,0
1319,SI266220200309225433,7,559
1320,SI266220200309225433,8,0
1321,SI266220200309225433,9,94
1322,SI266220200309225433,10,0
1323,SI266220200309225433,11,0
1324,SI266220200309225433,12,0
1325,SI266220200309225433,13,0
1326,SI266220200309225433,14,0
1327,SI266220200309225433,15,0
1328,SI266220200309225433,0,0
1329,SI266220200309225433,1,0
1330,SI266220200309225433,2,0
1331,SI266220200309225433,3,1711
1332,SI266220200309225433,4,0
1333,SI266220200309225433,5,0
1334,SI266220200309225433,6,0
1335,SI266220200309225433,7,562
1336,SI266220200309225433,8,0
1337,SI266220200309225433,9,3
1338,SI266220200309225433,10,148
1339,SI266220200309225433,11,0
1340,SI266220200309225433,12,0
1341,SI266220200309225433,13,0
1342,SI266220200309225433,14,0
1343,SI266220200309225433,15,0
1344,SI266220200309225433,0,0
1345,SI266220200309225433,1,0
1346,SI266220200309225433,2,0
1347,SI266220200309225433,3,2186
1348,SI266220200309225433,4,0
1349,SI266220200309225433,5,0
1350,SI266220200309225433,6,0
1351,SI266220200309225433,7,568
1352,SI266220200309225433,8,0
1353,SI266220200309225433,9,27
1354,SI266220200309225433,10,71
1355,SI266220200309225433,11,0
1356,SI266220200309225433,12,0
1357,SI266220200309225433,13,0
1358,SI266220200309225433,14,0
1359,SI266220200309225433,15,0
1360,SI266220200309225433,0,0
1361,SI266220200309225433,1,0
1362,SI266220200309225433,2,0
1363,SI266220200309225433,3,2084
1364,SI266220200309225433,4,0
1365,SI266220200309225433,5,0
1366,SI266220200309225433,6,0
1367,SI266220200309225433,7,27
1368,SI266220200309225433,8,0
1369,SI266220200309225433,9,59
1370,SI266220200309225433,10,0
1371,SI266220200309225433,11,0
1372,SI266220200309225433,12,0
1373,SI266220200309225433,13,0
1374,SI266220200309225433,14,0
1375,SI266220200309225433,15,0
1376,SI266220200309225433,0,0
1377,SI266220200309225433,1,0
1378,SI266220200309225433,2,0
1379,SI266220200309225433,3,5707
1380,SI266220200309225433,4,0
1381,SI266220200309225433,5,0
1382,SI266220200309225433,6,0
1383,SI266220200309225433,7,836
1384,SI266220200309225433,8,0
1385,SI266220200309225433,9,35
1386,SI266220200309225433,10,0
1387,SI266220200309225433,11,0
1388,SI266220200309225433,12,0
1389,SI266220200309225433,13,0
1390,SI266220200309225433,14,0
1391,SI266220200309225433,15,0
1392,SI266220200309225433,0,0
1393,SI266220200309225433,1,0
1394,SI266220200309225433,2,0
1395,SI266220200309225433,3,2682
1396,SI266220200309225433,4,0
1397,SI266220200309225433,5,0
1398,SI266220200309225433,6,0
1399,SI266220200309225433,7,784
1400,SI266220200309225433,8,0
1401,SI266220200309225433,9,123
1402,SI266220200309225433,10,0
1403,SI266220200309225433,11,0
1404,SI266220200309225433,12,0
1405,SI266220200309225433,13,0
1406,SI266220200309225433,14,0
1407,SI266220200309225433,15,0
1408,SI266220200309225433,0,0
1409,SI266220200309225433,1,0
1410,SI266220200309225433,2,0
1411,SI266220200309225433,3,1736
1412,SI266220200309225433,4,0
1413,SI266220200309225433,5,0
1414,SI266220200309225433,6,0
1415,SI266220200309225433,7,478
1416,SI266220200309225433,8,0
1417,SI266220200309225433,9,48
1418,SI266220200309225433,10,82
1419,SI266220200309225433,11,0
1420,SI266220200309225433,12,0
1421,SI266220200309225433,13,0
1422,SI266220200309225433,14,0
1423,SI266220200309225433,15,0
1424,SI266220200309225433,0,0
1425,SI266220200309225433,1,0
1426,SI266220200309225433,2,0
1427,SI266220200309225433,3,3351
1428,SI266220200309225433,4,0
1429,SI266220200309225433,5,0
1430,SI266220200309225433,6,0
1431,SI266220200309225433,7,1330
1432,SI266220200309225433,8,0
1433,SI266220200309225433,9,0
1434,SI266220200309225433,10,58
1435,SI266220200309225433,11,0
1436,SI266220200309225433,12,0
1437,SI266220200309225433,13,0
1438,SI266220200309225433,14,0
1439,SI266220200309225433,15,0
1440,SI266220200309225433,0,0
1441,SI266220200309225433,1,0
1442,SI266220200309225433,2,0
1443,SI266220200309225433,3,3306
1444,SI266220200309225433,4,0
1445,SI266220200309225433,5,0
1446,SI266220200309225433,6,0
1447,SI266220200309225433,7,352
1448,SI266220200309225433,8,0
1449,SI266220200309225433,9,67
1450,SI266220200309225433,10,43
1451,SI266220200309225433,11,0
1452,SI266220200309225433,12,0
1453,SI266220200309225433,13,0
1454,SI266220200309225433,14,0
1455,SI266220200309225433,15,0
1456,SI266220200309225433,0,0
1457,SI266220200309225433,1,0
1458,SI266220200309225433,2,0
1459,SI266220200309225433,3,3601
1460,SI266220200309225433,4,0
1461,SI266220200309225433,5,0
1462,SI266220200309225433,6,0
1463,SI266220200309225433,7,429
1464,SI266220200309225433,8,0
1465,SI266220200309225433,9,98
1466,SI266220200309225433,10,0
1467,SI266220200309225433,11,0
1468,SI266220200309225433,12,0
1469,SI266220200309225433,13,0
1470,SI266220200309225433,14,0
1471,SI266220200309225433,15,0
1472,SI266220200309225433,0,0
1473,SI266220200309225433,1,0
1474,SI266220200309225433,2,8
1475,SI266220200309225433,3,6590
1476,SI266220200309225433,4,0
1477,SI266220200309225433,5,0
1478,SI266220200309225433,6,0
1479,SI266220200309225433,7,2782
1480,SI266220200309225433,8,0
1481,SI266220200309225433,9,101
1482,SI266220200309225433,10,0
1483,SI266220200309225433,11,0
1484,SI266220200309225433,12,0
1485,SI266220200309225433,13,0
1486,SI266220200309225433,14,0
1487,SI266220200309225433,15,0
1488,SI266220200309225433,0,0
1489,SI266220200309225433,1,0
1490,SI266220200309225433,2,0
1491,SI266220200309225433,3,1810
1492,SI266220200309225433,4,0
1493,SI266220200309225433,5,0
1494,SI266220200309225433,6,0
1495,SI266220200309225433,7,194
1496,SI266220200309225433,8,0
1497,SI266220200309225433,9,24
1498,SI266220200309225433,10,0
1499,SI266220200309225433,11,0
1500,SI266220200309225433,12,0
1501,SI266220200309225433,13,0
1502,SI266220200309225433,14,0
1503,SI266220200309225433,15,0
1504,SI266220200309225433,0,0
1505,SI266220200309225433,1,0
1506,SI266220200309225433,2,0
1507,SI266220200309225433,3,2229
1508,SI266220200309225433,4,0
1509,SI266220200309225433,5,0
1510,SI266220200309225433,6,0
1511,SI266220200309225433,7,711
1512,SI266220200309225433,8,0
1513,SI266220200309225433,9,0
1514,SI266220200309225433,10,179
1515,SI266220200309225433,11,0
1516,SI266220200309225433,12,0
1517,SI266220200309225433,13,0
1518,SI266220200309225433,14,0
1519,SI266220200309225433,15,0
1520,SI266220200309225433,0,0
1521,SI266220200309225433,1,0
1522,SI266220200309225433,2,0
1523,SI266220200309225433,3,2425
1524,SI266220200309225433,4,0
1525,SI266220200309225433,5,0
1526,SI266220200309225433,6,0
1527,SI266220200309225433,7,492
1528,SI266220200309225433,8,0
1529,SI266220200309225433,9,46
1530,SI266220200309225433,10,82
1531,SI266220200309225433,11,0
1532,SI266220200309225433,12,5
1533,SI266220200309225433,13,0
1534,SI266220200309225433,14,0
1535,SI266220200309225433,15,0
1536,SI266220200309225433,0,0
1537,SI266220200309225433,1,0
1538,SI266220200309225433,2,0
1539,SI266220200309225433,3,2650
1540,SI266220200309225433,4,0
1541,SI266220200309225433,5,0
1542,SI266220200309225433,6,0
1543,SI266220200309225433,7,168
1544,SI266220200309225433,8,0
1545,SI266220200309225433,9,107
1546,SI266220200309225433,10,0
1547,SI266220200309225433,11,0
1548,SI266220200309225433,12,0
1549,SI266220200309225433,13,0
1550,SI266220200309225433,14,0
1551,SI266220200309225433,15,0
1552,SI266220200309225433,0,0
1553,SI266220200309225433,1,0
1554,SI266220200309225433,2,0
1555,SI266220200309225433,3,7965
1556,SI266220200309225433,4,0
1557,SI266220200309225433,5,0
1558,SI266220200309225433,6,0
1559,SI266220200309225433,7,3865
1560,SI266220200309225433,8,0
1561,SI266220200309225433,9,2
1562,SI266220200309225433,10,3
1563,SI266220200309225433,11,0
1564,SI266220200309225433,12,0
1565,SI266220200309225433,13,0
1566,SI266220200309225433,14,0
1567,SI266220200309225433,15,0
1568,SI266220200309225433,0,0
1569,SI266220200309225433,1,0
1570,SI266220200309225433,2,0
1571,SI266220200309225433,3,2127
1572,SI266220200309225433,4,0
1573,SI266220200309225433,5,0
1574,SI266220200309225433,6,0
1575,SI266220200309225433,7,580
1576,SI266220200309225433,8,0
1577,SI266220200309225433,9,122
1578,SI266220200309225433,10,0
1579,SI266220200309225433,11,0
1580,SI266220200309225433,12,0
1581,SI266220200309225433,13,0
1582,SI266220200309225433,14,0
1583,SI266220200309225433,15,0
1584,SI266220200309225433,0,0
1585,SI266220200309225433,1,0
1586,SI266220200309225433,2,0
1587,SI266220200309225433,3,1869
1588,SI266220200309225433,4,0
1589,SI266220200309225433,5,0
1590,SI266220200309225433,6,0
1591,SI266220200309225433,7,378
1592,SI266220200309225433,8,0
1593,SI266220200309225433,9,29
1594,SI266220200309225433,10,130
1595,SI266220200309225433,11,0
1596,SI266220200309225433,12,0
1597,SI266220200309225433,13,0
1598,SI266220200309225433,14,0
1599,SI266220200309225433,15,0
1600,SI266220200309225433,0,0
1601,SI266220200309225433,1,0
1602,SI266220200309225433,2,0
1603,SI266220200309225433,3,2809
1604,SI266220200309225433,4,0
1605,SI266220200309225433,5,0
1606,SI266220200309225433,6,0
1607,SI266220200309225433,7,1181
1608,SI266220200309225433,8,0
1609,SI266220200309225433,9,12
1610,SI266220200309225433,10,45
1611,SI266220200309225433,11,0
1612,SI266220200309225433,12,0
1613,SI266220200309225433,13,0
1614,SI266220200309225433,14,0
1615,SI266220200309225433,15,0
1616,SI266220200309225433,0,0
1617,SI266220200309225433,1,0
1618,SI266220200309225433,2,0
1619,SI266220200309225433,3,2273
1620,SI266220200309225433,4,0
1621,SI266220200309225433,5,0
1622,SI266220200309225433,6,0
1623,SI266220200309225433,7,30
1624,SI266220200309225433,8,0
1625,SI266220200309225433,9,53
1626,SI266220200309225433,10,0
1627,SI266220200309225433,11,0
1628,SI266220200309225433,12,0
1629,SI266220200309225433,13,0
1630,SI266220200309225433,14,0
1631,SI266220200309225433,15,0
1632,SI266220200309225433,0,0
1633,SI266220200309225433,1,0
1634,SI266220200309225433,2,0
1635,SI266220200309225433,3,3647
1636,SI266220200309225433,4,0
1637,SI266220200309225433,5,0
1638,SI266220200309225433,6,0
1639,SI266220200309225433,7,1261
1640,SI266220200309225433,8,0
1641,SI266220200309225433,9,71
1642,SI266220200309225433,10,0
1643,SI266220200309225433,11,0
1644,SI266220200309225433,12,0
1645,SI266220200309225433,13,0
1646,SI266220200309225433,14,0
1647,SI266220200309225433,15,0
1648,SI266220200309225433,0,0
1649,SI266220200309225433,1,0
1650,SI266220200309225433,2,0
1651,SI266220200309225433,3,2723
1652,SI266220200309225433,4,0
1653,SI266220200309225433,5,0
1654,SI266220200309225433,6,0
1655,SI266220200309225433,7,822
1656,SI266220200309225433,8,0
1657,SI266220200309225433,9,115
1658,SI266220200309225433,10,3
1659,SI266220200309225433,11,0
1660,SI266220200309225433,12,0
1661,SI266220200309225433,13,0
1662,SI266220200309225433,14,0
1663,SI266220200309225433,15,0
1664,SI266220200309225433,0,0
1665,SI266220200309225433,1,0
1666,SI266220200309225433,2,0
1667,SI266220200309225433,3,1616
1668,SI266220200309225433,4,0
1669,SI266220200309225433,5,0
1670,SI266220200309225433,6,0
1671,SI266220200309225433,7,274
1672,SI266220200309225433,8,0
1673,SI266220200309225433,9,45
1674,SI266220200309225433,10,13
1675,SI266220200309225433,11,0
1676,SI266220200309225433,12,0
1677,SI266220200309225433,13,0
1678,SI266220200309225433,14,0
1679,SI266220200309225433,15,0
1680,SI266220200309225433,0,0
1681,SI266220200309225433,1,0
1682,SI266220200309225433,2,32
1683,SI266220200309225433,3,2311
1684,SI266220200309225433,4,0
1685,SI266220200309225433,5,0
1686,SI266220200309225433,6,6
1687,SI266220200309225433,7,601
1688,SI266220200309225433,8,0
1689,SI266220200309225433,9,0
1690,SI266220200309225433,10,73
1691,SI266220200309225433,11,0
1692,SI266220200309225433,12,0
1693,SI266220200309225433,13,0
1694,SI266220200309225433,14,0
1695,SI266220200309225433,15,0
1696,SI266220200309225433,0,0
1697,SI266220200309225433,1,0
1698,SI266220200309225433,2,0
1699,SI266220200309225433,3,2844
1700,SI266220200309225433,4,0
1701,SI266220200309225433,5,0
1702,SI266220200309225433,6,0
1703,SI266220200309225433,7,297
1704,SI266220200309225433,8,0
1705,SI266220200309225433,9,67
1706,SI266220200309225433,10,52
1707,SI266220200309225433,11,0
1708,SI266220200309225433,12,0
1709,SI266220200309225433,13,0
1710,SI266220200309225433,14,0
1711,SI266220200309225433,15,0
1712,SI266220200309225433,0,0
1713,SI266220200309225433,1,0
1714,SI266220200309225433,2,0
1715,SI266220200309225433,3,2609
1716,SI266220200309225433,4,0
1717,SI266220200309225433,5,0
1718,SI266220200309225433,6,0
1719,SI266220200309225433,7,579
1720,SI266220200309225433,8,0
1721,SI266220200309225433,9,107
1722,SI266220200309225433,10,0
1723,SI266220200309225433,11,0
1724,SI266220200309225433,12,0
1725,SI266220200309225433,13,0
1726,SI266220200309225433,14,0
1727,SI266220200309225433,15,0
1728,SI266220200309225433,0,0
1729,SI266220200309225433,1,0
1730,SI266220200309225433,2,0
1731,SI266220200309225433,3,7353
1732,SI266220200309225433,4,0
1733,SI266220200309225433,5,0
1734,SI266220200309225433,6,0
1735,SI266220200309225433,7,3288
1736,SI266220200309225433,8,0
1737,SI266220200309225433,9,75
1738,SI266220200309225433,10,0
1739,SI266220200309225433,11,0
1740,SI266220200309225433,12,0
1741,SI266220200309225433,13,0
1742,SI266220200309225433,14,0
1743,SI266220200309225433,15,0
1744,SI266220200309225433,0,0
1745,SI266220200309225433,1,0
1746,SI266220200309225433,2,0
1747,SI266220200309225433,3,1396
1748,SI266220200309225433,4,0
1749,SI266220200309225433,5,0
1750,SI266220200309225433,6,0
1751,SI266220200309225433,7,175
1752,SI266220200309225433,8,0
1753,SI266220200309225433,9,41
1754,SI266220200309225433,10,0
1755,SI266220200309225433,11,0
1756,SI266220200309225433,12,0
1757,SI266220200309225433,13,0
1758,SI266220200309225433,14,0
1759,SI266220200309225433,15,0
1760,SI266220200309225433,0,0
1761,SI266220200309225433,1,0
1762,SI266220200309225433,2,0
1763,SI266220200309225433,3,1400
1764,SI266220200309225433,4,0
1765,SI266220200309225433,5,0
1766,SI266220200309225433,6,0
1767,SI266220200309225433,7,514
1768,SI266220200309225433,8,0
1769,SI266220200309225433,9,0
1770,SI266220200309225433,10,121
1771,SI266220200309225433,11,0
1772,SI266220200309225433,12,0
1773,SI266220200309225433,13,0
1774,SI266220200309225433,14,0
1775,SI266220200309225433,15,0
1776,SI266220200309225433,0,0
1777,SI266220200309225433,1,0
1778,SI266220200309225433,2,0
1779,SI266220200309225433,3,2567
1780,SI266220200309225433,4,0
1781,SI266220200309225433,5,0
1782,SI266220200309225433,6,0
1783,SI266220200309225433,7,511
1784,SI266220200309225433,8,0
1785,SI266220200309225433,9,31
1786,SI266220200309225433,10,71
1787,SI266220200309225433,11,0
1788,SI266220200309225433,12,0
1789,SI266220200309225433,13,0
1790,SI266220200309225433,14,0
1791,SI266220200309225433,15,0
1792,SI266220200309225433,0,0
1793,SI266220200309225433,1,0
1794,SI266220200309225433,2,0
1795,SI266220200309225433,3,2495
1796,SI266220200309225433,4,0
1797,SI266220200309225433,5,0
1798,SI266220200309225433,6,0
1799,SI266220200309225433,7,46
